Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CXCR4,C-X-C Motif Chemokine Receptor 4,Protein Coding,P61073,61,GC02M136114,10.35401917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4
ITGA5,Integrin Subunit Alpha 5,Protein Coding,P08648,56,GC12M055919,10.34728813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA5
FOXQ1,Forkhead Box Q1,Protein Coding,Q9C009,39,GC06P001312,10.30227947,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXQ1
KDM6A,Lysine Demethylase 6A,Protein Coding,O15550,56,GC0XP044873,10.25410652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6A
ALX1,ALX Homeobox 1,Protein Coding,Q15699,48,GC12P085279,10.24993229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1
HMGB1,High Mobility Group Box 1,Protein Coding,P09429,57,GC13M030456,10.24809837,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
SOX9,SRY-Box Transcription Factor 9,Protein Coding,P48436,54,GC17P072121,10.23289108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9
NRP2,Neuropilin 2,Protein Coding,O60462,53,GC02P205681,10.17279434,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP2
PLAUR,"Plasminogen Activator, Urokinase Receptor",Protein Coding,Q03405,53,GC19M043646,10.16160202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAUR
CLDN1,Claudin 1,Protein Coding,O95832,55,GC03M190305,10.10890961,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1
GDF15,Growth Differentiation Factor 15,Protein Coding,Q99988,52,GC19P112633,10.10406399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15
GATA3,GATA Binding Protein 3,Protein Coding,P23771,58,GC10P008045,10.09762859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA3
SOX4,SRY-Box Transcription Factor 4,Protein Coding,Q06945,52,GC06P021593,10.09705257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX4
SLC22A3,Solute Carrier Family 22 Member 3,Protein Coding,O75751,51,GC06P160348,10.06890678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A3
CLDN4,Claudin 4,Protein Coding,O14493,50,GC07P073799,10.05819988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4
HSP90AA1,Heat Shock Protein 90 Alpha Family Class A Member 1,Protein Coding,P07900,60,GC14M102080,10.04692364,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1
SKP2,S-Phase Kinase Associated Protein 2,Protein Coding,Q13309,54,GC05P036151,9.999937057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP2
CUL1,Cullin 1,Protein Coding,Q13616,53,GC07P148697,9.993340492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1
RAF1,"Raf-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P04049,63,GC03M012583,9.979903221,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1
SLC39A10,Solute Carrier Family 39 Member 10,Protein Coding,Q9ULF5,47,GC02P195575,9.964944839,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10
FOXA1,Forkhead Box A1,Protein Coding,P55317,52,GC14M037589,9.953928947,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA1
VCP,Valosin Containing Protein,Protein Coding,P55072,58,GC09M035085,9.951719284,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP
FZD4,Frizzled Class Receptor 4,Protein Coding,Q9ULV1,58,GC11M086945,9.946062088,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD4
EPCAM,Epithelial Cell Adhesion Molecule,Protein Coding,P16422,56,GC02P047345,9.908177376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPCAM
PIK3CG,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma",Protein Coding,P48736,58,GC07P106865,9.863737106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG
PLAU,"Plasminogen Activator, Urokinase",Protein Coding,P00749,60,GC10P073909,9.848064423,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
WNT11,Wnt Family Member 11,Protein Coding,O96014,52,GC11M076186,9.836397171,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT11
KDM1A,Lysine Demethylase 1A,Protein Coding,O60341,58,GC01P023019,9.785006523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM1A
KLK3,Kallikrein Related Peptidase 3,Protein Coding,P07288,55,GC19P050854,9.769158363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK3
SUZ12,SUZ12 Polycomb Repressive Complex 2 Subunit,Protein Coding,Q15022,51,GC17P031937,9.75792408,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUZ12
TOP2A,DNA Topoisomerase II Alpha,Protein Coding,P11388,59,GC17M040388,9.742103577,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2A
RBBP4,"RB Binding Protein 4, Chromatin Remodeling Factor",Protein Coding,Q09028,53,GC01P032651,9.738177299,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4
HDAC2,Histone Deacetylase 2,Protein Coding,Q92769,61,GC06M113933,9.733053207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2
SMARCA4,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4",Protein Coding,P51532,60,GC19P112312,9.726427078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4
CDK7,Cyclin Dependent Kinase 7,Protein Coding,P50613,54,GC05P077503,9.721985817,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK7
CDC20,Cell Division Cycle 20,Protein Coding,Q12834,54,GC01P043358,9.697723389,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC20
CLDN7,Claudin 7,Protein Coding,O95471,48,GC17M007259,9.661880493,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN7
ERCC2,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",Protein Coding,P18074,56,GC19M045349,9.658898354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2
FOXC1,Forkhead Box C1,Protein Coding,Q12948,52,GC06P001635,9.63896656,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC1
UBC,Ubiquitin C,Protein Coding,P0CG48,53,GC12M124911,9.620774269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC
POLE,"DNA Polymerase Epsilon, Catalytic Subunit",Protein Coding,Q07864,56,GC12M132779,9.610477448,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLE
ID2,Inhibitor Of DNA Binding 2,Protein Coding,Q02363,51,GC02P008678,9.609742165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID2
SPRY2,Sprouty RTK Signaling Antagonist 2,Protein Coding,O43597,55,GC13M080335,9.573270798,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY2
LEF1,Lymphoid Enhancer Binding Factor 1,Protein Coding,Q9UJU2,56,GC04M108047,9.551363945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1
TRAF6,TNF Receptor Associated Factor 6,Protein Coding,Q9Y4K3,55,GC11M036467,9.550115585,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6
ESRP2,Epithelial Splicing Regulatory Protein 2,Protein Coding,Q9H6T0,44,GC16M068229,9.523840904,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRP2
SHH,Sonic Hedgehog Signaling Molecule,Protein Coding,Q15465,59,GC07M155799,9.518696785,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH
GREM1,"Gremlin 1, DAN Family BMP Antagonist",Protein Coding,O60565,52,GC15P156897,9.46946907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM1
KLF8,KLF Transcription Factor 8,Protein Coding,O95600,41,GC0XP057834,9.46688652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF8
CLDN3,Claudin 3,Protein Coding,O15551,49,GC07M073768,9.456929207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN3
IGF1R,Insulin Like Growth Factor 1 Receptor,Protein Coding,P08069,63,GC15P098648,9.439891815,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R
PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,61,GC03P012287,9.416358948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
MSH6,MutS Homolog 6,Protein Coding,P52701,58,GC02P047695,9.410697937,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6
KRT8,Keratin 8,Protein Coding,P05787,55,GC12M052897,9.408669472,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8
CXCL12,C-X-C Motif Chemokine Ligand 12,Protein Coding,P48061,54,GC10M044370,9.34677887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12
RPS27A,Ribosomal Protein S27a,Protein Coding,P62979,52,GC02P055231,9.336604118,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A
NF1,Neurofibromin 1,Protein Coding,P21359,56,GC17P031094,9.310625076,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1
WT1,WT1 Transcription Factor,Protein Coding,P19544,56,GC11M032365,9.252250671,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1
WNT3,Wnt Family Member 3,Protein Coding,P56703,55,GC17M046762,9.237344742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3
MAP2K2,Mitogen-Activated Protein Kinase Kinase 2,Protein Coding,P36507,63,GC19M004090,9.23063755,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K2
KRT19,Keratin 19,Protein Coding,P08727,53,GC17M041523,9.195461273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19
QKI,"QKI, KH Domain Containing RNA Binding",Protein Coding,Q96PU8,50,GC06P163414,9.193416595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=QKI
LRP6,LDL Receptor Related Protein 6,Protein Coding,O75581,56,GC12M029527,9.182703018,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP6
KIT,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,P10721,62,GC04P054657,9.140636444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT
CCL2,C-C Motif Chemokine Ligand 2,Protein Coding,P13500,58,GC17P034255,9.114230156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2
METTL3,"Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit",Protein Coding,Q86U44,50,GC14M021498,9.105296135,https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL3
ABCB1,ATP Binding Cassette Subfamily B Member 1,Protein Coding,P08183,60,GC07M087504,9.104566574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1
PKMYT1,"Protein Kinase, Membrane Associated Tyrosine/Threonine 1",Protein Coding,Q99640,49,GC16M020420,9.083382607,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1
PARP1,Poly(ADP-Ribose) Polymerase 1,Protein Coding,P09874,59,GC01M226360,9.062705994,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP1
SERPINE1,Serpin Family E Member 1,Protein Coding,P05121,59,GC07P101127,9.044883728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1
AXL,AXL Receptor Tyrosine Kinase,Protein Coding,P30530,60,GC19P041219,9.033260345,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL
MCRIP1,MAPK Regulated Corepressor Interacting Protein 1,Protein Coding,C9JLW8,35,GC17M083673,9.026555061,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCRIP1
DSP,Desmoplakin,Protein Coding,P15924,59,GC06P007541,8.993082047,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP
SHC1,SHC Adaptor Protein 1,Protein Coding,P29353,53,GC01M154962,8.990695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1
RBPJ,Recombination Signal Binding Protein For Immunoglobulin Kappa J Region,Protein Coding,Q06330,55,GC04P026105,8.973483086,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBPJ
PRKCZ,Protein Kinase C Zeta,Protein Coding,Q05513,57,GC01P020522,8.970171928,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ
TYMS,Thymidylate Synthetase,Protein Coding,P04818,59,GC18P000657,8.96434021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMS
SPRY1,Sprouty RTK Signaling Antagonist 1,Protein Coding,O43609,50,GC04P123396,8.955404282,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY1
BCL9L,BCL9 Like,Protein Coding,Q86UU0,38,GC11M118893,8.953504562,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL9L
HNF1B,HNF1 Homeobox B,Protein Coding,P35680,52,GC17M037686,8.951195717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B
PARD3,Par-3 Family Cell Polarity Regulator,Protein Coding,Q8TEW0,49,GC10M035793,8.949548721,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3
WNT2,Wnt Family Member 2,Protein Coding,P09544,53,GC07M117346,8.940855026,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT2
MMP1,Matrix Metallopeptidase 1,Protein Coding,P03956,59,GC11M126178,8.911683083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1
SKP1,S-Phase Kinase Associated Protein 1,Protein Coding,P63208,52,GC05M134148,8.895512581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1
MTDH,Metadherin,Protein Coding,Q86UE4,48,GC08P097644,8.879087448,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH
FZD2,Frizzled Class Receptor 2,Protein Coding,Q14332,54,GC17P044557,8.8397789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD2
GRB2,Growth Factor Receptor Bound Protein 2,Protein Coding,P62993,55,GC17M075318,8.816583633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2
WNT5B,Wnt Family Member 5B,Protein Coding,Q9H1J7,50,GC12P001529,8.776376724,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5B
CD36,CD36 Molecule (CD36 Blood Group),Protein Coding,P16671,59,GC07P080369,8.76325798,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
PTTG1,"PTTG1 Regulator Of Sister Chromatid Separation, Securin",Protein Coding,O95997,50,GC05P160430,8.720600128,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1
PIK3R3,Phosphoinositide-3-Kinase Regulatory Subunit 3,Protein Coding,Q92569,52,GC01M046041,8.711702347,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R3
CDC25A,Cell Division Cycle 25A,Protein Coding,P30304,56,GC03M048307,8.692436218,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A
PROX1,Prospero Homeobox 1,Protein Coding,Q92786,50,GC01P213983,8.691472054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1
TMPRSS4,Transmembrane Serine Protease 4,Protein Coding,Q9NRS4,48,GC11P118077,8.62633419,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS4
SMURF1,SMAD Specific E3 Ubiquitin Protein Ligase 1,Protein Coding,Q9HCE7,52,GC07M099027,8.617616653,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1
MAP2K4,Mitogen-Activated Protein Kinase Kinase 4,Protein Coding,P45985,56,GC17P012020,8.603603363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K4
POSTN,Periostin,Protein Coding,Q15063,51,GC13M037562,8.596038818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POSTN
TUSC3,Tumor Suppressor Candidate 3,Protein Coding,Q13454,48,GC08P015417,8.557830811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC3
RUNX2,RUNX Family Transcription Factor 2,Protein Coding,Q13950,55,GC06P135072,8.515564919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2
MDK,Midkine,Protein Coding,P21741,51,GC11P046380,8.507857323,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK
FGF2,Fibroblast Growth Factor 2,Protein Coding,P09038,54,GC04P122826,8.500448227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2
THBS1,Thrombospondin 1,Protein Coding,P07996,54,GC15P039581,8.493143082,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1
MUC16,"Mucin 16, Cell Surface Associated",Protein Coding,Q8WXI7,46,GC19M008848,8.487659454,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16
HBEGF,Heparin Binding EGF Like Growth Factor,Protein Coding,Q99075,53,GC05M140332,8.471229553,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF
ENO2,Enolase 2,Protein Coding,P09104,56,GC12P006913,8.443193436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2
ALK,ALK Receptor Tyrosine Kinase,Protein Coding,Q9UM73,59,GC02M029190,8.431791306,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALK
WNT7B,Wnt Family Member 7B,Protein Coding,P56706,51,GC22M045920,8.404820442,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B
CTNND1,Catenin Delta 1,Protein Coding,O60716,53,GC11P058706,8.386571884,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNND1
POU5F1,POU Class 5 Homeobox 1,Protein Coding,Q01860,55,GC06M093732,8.376516342,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1
ROCK1,Rho Associated Coiled-Coil Containing Protein Kinase 1,Protein Coding,Q13464,58,GC18M034018,8.373567581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK1
COL4A1,Collagen Type IV Alpha 1 Chain,Protein Coding,P02462,56,GC13M110148,8.356235504,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A1
EZR,Ezrin,Protein Coding,P15311,54,GC06M158765,8.336583138,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR
DDX17,DEAD-Box Helicase 17,Protein Coding,Q92841,50,GC22M038483,8.312877655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX17
EED,Embryonic Ectoderm Development,Protein Coding,O75530,52,GC11P090426,8.282682419,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EED
KDR,Kinase Insert Domain Receptor,Protein Coding,P35968,62,GC04M055078,8.279118538,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR
SPRED2,Sprouty Related EVH1 Domain Containing 2,Protein Coding,Q7Z698,50,GC02M065307,8.265649796,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED2
PTCH1,Patched 1,Protein Coding,Q13635,60,GC09M095442,8.253836632,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCH1
BUB1B,BUB1 Mitotic Checkpoint Serine/Threonine Kinase B,Protein Coding,O60566,58,GC15P040161,8.24811554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B
TNC,Tenascin C,Protein Coding,P24821,58,GC09M115019,8.224477768,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC
TSC1,TSC Complex Subunit 1,Protein Coding,Q92574,56,GC09M132891,8.223112106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1
ELF3,E74 Like ETS Transcription Factor 3,Protein Coding,P78545,48,GC01P202007,8.200645447,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF3
E2F3,E2F Transcription Factor 3,Protein Coding,O00716,51,GC06P020419,8.199319839,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F3
DLK1,Delta Like Non-Canonical Notch Ligand 1,Protein Coding,P80370,54,GC14P115883,8.191467285,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK1
PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,Protein Coding,Q06124,62,GC12P112418,8.191447258,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11
YBX1,Y-Box Binding Protein 1,Protein Coding,P67809,49,GC01P042682,8.183638573,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX1
PDCD4,Programmed Cell Death 4,Protein Coding,Q53EL6,52,GC10P110871,8.170386314,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4
WNT7A,Wnt Family Member 7A,Protein Coding,O00755,55,GC03M026202,8.164684296,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7A
SPP1,Secreted Phosphoprotein 1,Protein Coding,P10451,54,GC04P087975,8.151330948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
DLL4,Delta Like Canonical Notch Ligand 4,Protein Coding,Q9NR61,56,GC15P040929,8.149978638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4
F11R,F11 Receptor,Protein Coding,Q9Y624,49,GC01M160995,8.147127151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11R
HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,Protein Coding,P11021,58,GC09M125234,8.091251373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
IGF1,Insulin Like Growth Factor 1,Protein Coding,P05019,57,GC12M102395,8.079705238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1
EIF5A2,Eukaryotic Translation Initiation Factor 5A2,Protein Coding,Q9GZV4,42,GC03M170888,8.057630539,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A2
UBA52,Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1,Protein Coding,P62987,44,GC19P018563,8.054782867,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA52
MMP15,Matrix Metallopeptidase 15,Protein Coding,P51511,52,GC16P058025,8.048537254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP15
PROM1,Prominin 1,Protein Coding,O43490,55,GC04M015965,8.02544117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM1
AXIN2,Axin 2,Protein Coding,Q9Y2T1,58,GC17M065528,7.991817474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN2
GLIPR2,GLI Pathogenesis Related 2,Protein Coding,Q9H4G4,43,GC09P057133,7.987012863,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIPR2
LCN2,Lipocalin 2,Protein Coding,P80188,54,GC09P128149,7.98129034,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2
NR2C2,Nuclear Receptor Subfamily 2 Group C Member 2,Protein Coding,P49116,48,GC03P014947,7.976540565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2
CCR7,C-C Motif Chemokine Receptor 7,Protein Coding,P32248,53,GC17M077631,7.972810268,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7
MST1R,Macrophage Stimulating 1 Receptor,Protein Coding,Q04912,58,GC03M053764,7.970090866,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R
VDAC1,Voltage Dependent Anion Channel 1,Protein Coding,P21796,54,GC05M133975,7.955620289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC1
CTDSP1,CTD Small Phosphatase 1,Protein Coding,Q9GZU7,44,GC02P218398,7.950098515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDSP1
SOS1,SOS Ras/Rac Guanine Nucleotide Exchange Factor 1,Protein Coding,Q07889,60,GC02M039266,7.929718018,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOS1
PGR,Progesterone Receptor,Protein Coding,P06401,59,GC11M126145,7.917283535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR
NLRP3,NLR Family Pyrin Domain Containing 3,Protein Coding,Q96P20,57,GC01P247416,7.887106895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3
UBB,Ubiquitin B,Protein Coding,P0CG47,53,GC17P016380,7.873600483,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBB
HNF4A,Hepatocyte Nuclear Factor 4 Alpha,Protein Coding,P41235,58,GC20P044355,7.860222816,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4A
WNT2B,Wnt Family Member 2B,Protein Coding,Q93097,53,GC01P112466,7.859026909,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT2B
PKD1,"Polycystin 1, Transient Receptor Potential Channel Interacting",Protein Coding,P98161,54,GC16M020311,7.857755184,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1
MLH1,MutL Homolog 1,Protein Coding,P40692,58,GC03P036993,7.838125706,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLH1
TGM2,Transglutaminase 2,Protein Coding,P21980,56,GC20M038127,7.837069511,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM2
CLDN11,Claudin 11,Protein Coding,O75508,50,GC03P170418,7.831923485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN11
LGALS1,Galectin 1,Protein Coding,P09382,52,GC22P037675,7.793561459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1
FOXA2,Forkhead Box A2,Protein Coding,Q9Y261,55,GC20M022581,7.765716553,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA2
WNT10B,Wnt Family Member 10B,Protein Coding,O00744,55,GC12M048965,7.74113369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10B
CLDN5,Claudin 5,Protein Coding,O00501,48,GC22M019523,7.698586941,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN5
HEY1,Hes Related Family BHLH Transcription Factor With YRPW Motif 1,Protein Coding,Q9Y5J3,51,GC08M079764,7.693276882,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY1
PIK3R2,Phosphoinositide-3-Kinase Regulatory Subunit 2,Protein Coding,O00459,59,GC19P018153,7.682844639,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2
MTA1,Metastasis Associated 1,Protein Coding,Q13330,51,GC14P105419,7.681659698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA1
TBXT,T-Box Transcription Factor T,Protein Coding,O15178,53,GC06M166158,7.679445267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXT
MSX2,Msh Homeobox 2,Protein Coding,P35548,54,GC05P174724,7.67035675,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2
MAPK12,Mitogen-Activated Protein Kinase 12,Protein Coding,P53778,55,GC22M077248,7.663380623,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12
VEGFC,Vascular Endothelial Growth Factor C,Protein Coding,P49767,55,GC04M176683,7.660626888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC
IL17A,Interleukin 17A,Protein Coding,Q16552,52,GC06P052186,7.644406319,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A
EGR1,Early Growth Response 1,Protein Coding,P18146,53,GC05P138465,7.642358303,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1
IL17RD,Interleukin 17 Receptor D,Protein Coding,Q8NFM7,52,GC03M057089,7.641771317,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RD
SOS2,SOS Ras/Rho Guanine Nucleotide Exchange Factor 2,Protein Coding,Q07890,52,GC14M050117,7.608854771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOS2
